"spp","1","2","3","4","5","6","7","8"
"Lerista_verhmens",NA,NA,NA,NA,"1",NA,NA,NA
"Lerista_vermicularis",NA,NA,NA,NA,"1",NA,NA,NA
"Lerista_viduata",NA,NA,NA,NA,"1",NA,NA,NA
"Lerista_vittata",NA,NA,"1",NA,NA,NA,NA,NA
"Lerista_walkeri",NA,NA,NA,NA,"1",NA,NA,NA
"Lerista_wilkinsi",NA,NA,"1",NA,NA,NA,NA,NA
"Lerista_xanthura",NA,NA,NA,NA,"1",NA,NA,NA
"Lerista_yuna",NA,NA,NA,NA,"1",NA,NA,NA
"Lerista_zietzi",NA,NA,NA,NA,"1",NA,NA,NA
"Lerista_zonulata",NA,NA,"1",NA,NA,NA,NA,NA
"Lialis_burtonis","1","1","1","1","1",NA,"1","1"
"Liasis_fuscus",NA,NA,"1",NA,NA,NA,"1",NA
"Liasis_olivaceus",NA,NA,"1",NA,"1",NA,"1",NA
"Liburnascincus_scirtetis",NA,NA,"1",NA,NA,NA,NA,NA
"Liopholis_guthega","1","1",NA,NA,NA,NA,NA,NA
"Liopholis_inornata","1","1","1","1","1",NA,"1",NA
"Liopholis_kintorei",NA,NA,NA,"1","1",NA,"1",NA
"Liopholis_margaretae",NA,NA,NA,"1",NA,NA,"1",NA
"Liopholis_modesta","1",NA,NA,NA,NA,NA,NA,NA
"Liopholis_montana","1","1",NA,NA,NA,NA,NA,"1"
"Liopholis_multiscutata",NA,"1",NA,"1","1",NA,NA,NA
"Liopholis_slateri",NA,NA,NA,"1",NA,NA,"1",NA
"Liopholis_striata",NA,NA,NA,"1","1",NA,"1",NA
"Liopholis_whitii","1","1",NA,"1",NA,"1",NA,"1"
"Lissolepis_coventryi",NA,"1",NA,"1",NA,NA,NA,NA
"Lophognathus_burnsi","1",NA,NA,NA,NA,NA,NA,NA
"Lophognathus_gilberti",NA,NA,"1",NA,"1",NA,"1",NA
"Lophognathus_longirostris",NA,NA,NA,"1","1",NA,"1",NA
"Lophognathus_temporalis",NA,NA,"1",NA,"1",NA,"1",NA
"Lucasium_bungabinna",NA,NA,NA,"1","1",NA,NA,NA
"Lucasium_byrnei","1",NA,"1","1",NA,NA,"1",NA
"Lucasium_damaeum","1","1","1","1","1",NA,"1",NA
"Lucasium_immaculatum",NA,NA,"1",NA,NA,NA,"1",NA
"Lucasium_maini",NA,NA,NA,NA,"1",NA,NA,NA
"Lucasium_occultum",NA,NA,NA,NA,NA,NA,"1",NA
"Lucasium_squarrosum",NA,NA,NA,NA,"1",NA,NA,NA
"Lucasium_steindachneri","1",NA,"1","1",NA,NA,NA,NA
"Lucasium_stenodactylum","1",NA,"1","1","1",NA,"1",NA
"Lygisaurus_aeratus",NA,NA,"1",NA,NA,NA,NA,NA
"Lygisaurus_foliorum","1",NA,"1",NA,NA,NA,NA,NA
"Lygisaurus_laevis",NA,NA,"1",NA,NA,NA,NA,NA
"Lygisaurus_macfarlani",NA,NA,"1",NA,NA,NA,"1",NA
"Lygisaurus_sesbrauna",NA,NA,"1",NA,NA,NA,NA,NA
"Lygisaurus_tanneri",NA,NA,"1",NA,NA,NA,NA,NA
"Menetia_alanae",NA,NA,NA,NA,NA,NA,"1",NA
"Menetia_concinna",NA,NA,NA,NA,NA,NA,"1",NA
"Menetia_greyii","1","1","1","1","1",NA,"1","1"
"Menetia_maini",NA,NA,"1",NA,"1",NA,"1",NA
"Moloch_horridus",NA,NA,"1","1","1",NA,"1",NA
"Morelia_amethistina",NA,NA,"1",NA,NA,NA,NA,NA
"Morelia_oenpelliensis",NA,NA,NA,NA,NA,NA,"1",NA
"Morelia_spilota","1","1","1","1","1","1","1","1"
"Morelia_viridis",NA,NA,"1",NA,NA,NA,NA,NA
"Morethia_adelaidensis","1","1","1","1","1",NA,NA,NA
"Morethia_boulengeri","1","1","1","1","1",NA,"1","1"
"Morethia_butleri",NA,NA,NA,"1","1",NA,NA,NA
"Morethia_lineoocellata",NA,NA,NA,NA,"1",NA,NA,NA
"Morethia_obscura","1","1",NA,"1","1",NA,NA,NA
"Morethia_ruficauda",NA,NA,"1","1","1",NA,"1",NA
"Morethia_storri",NA,NA,NA,NA,"1",NA,"1",NA
"Morethia_taeniopleura",NA,NA,"1",NA,"1",NA,"1",NA
"Nactus_cheverti",NA,NA,"1",NA,NA,NA,NA,NA
"Nactus_eboracensis",NA,NA,"1",NA,NA,NA,NA,NA
"Nactus_galgajuga",NA,NA,"1",NA,NA,NA,NA,NA
"Nannoscincus_maccoyi","1","1",NA,"1",NA,NA,NA,"1"
"Neelaps_bimaculatus",NA,NA,NA,"1","1",NA,NA,NA
"Neelaps_calonotus",NA,NA,NA,NA,"1",NA,NA,NA
"Nephrurus_amyae",NA,NA,NA,NA,"1",NA,"1",NA
"Nephrurus_asper",NA,NA,"1",NA,NA,NA,NA,NA
"Nephrurus_deleani",NA,NA,NA,"1",NA,NA,NA,NA
"Nephrurus_laevissimus",NA,NA,NA,"1","1",NA,"1",NA
"Nephrurus_levis","1",NA,"1","1","1",NA,"1",NA
"Nephrurus_milii","1","1","1","1","1",NA,"1",NA
"Nephrurus_sheai",NA,NA,NA,NA,"1",NA,"1",NA
"Nephrurus_stellatus",NA,NA,NA,"1","1",NA,NA,NA
"Nephrurus_vertebralis",NA,NA,NA,NA,"1",NA,NA,NA
"Nephrurus_wheeleri",NA,NA,NA,NA,"1",NA,NA,NA
"Niveoscincus_coventryi","1","1",NA,NA,NA,NA,NA,"1"
"Niveoscincus_greeni",NA,NA,NA,NA,NA,"1",NA,NA
"Niveoscincus_metallicus",NA,"1",NA,NA,NA,"1",NA,NA
"Niveoscincus_microlepidotus",NA,NA,NA,NA,NA,"1",NA,NA
"Niveoscincus_ocellatus",NA,NA,NA,NA,NA,"1",NA,NA
"Niveoscincus_orocryptus",NA,NA,NA,NA,NA,"1",NA,NA
"Niveoscincus_pretiosus",NA,NA,NA,NA,NA,"1",NA,NA
"Notechis_ater",NA,NA,NA,"1","1","1",NA,NA
"Notechis_scutatus","1","1","1","1","1","1",NA,"1"
"Notoscincus_ornatus",NA,NA,"1","1","1",NA,"1",NA
"Oedura_castelnaui",NA,NA,"1",NA,NA,NA,NA,NA
"Oedura_coggeri",NA,NA,"1",NA,NA,NA,NA,NA
"Oedura_gemmata",NA,NA,NA,NA,NA,NA,"1",NA
"Oedura_gracilis",NA,NA,NA,NA,"1",NA,NA,NA
"Oedura_lesueurii","1",NA,"1",NA,NA,NA,NA,NA
"Oedura_marmorata","1",NA,"1","1","1",NA,"1",NA
"Oedura_monilis","1",NA,"1",NA,NA,NA,NA,NA
"Oedura_rhombifer","1",NA,"1",NA,"1",NA,"1",NA
"Oedura_robusta","1",NA,"1",NA,NA,NA,NA,NA
"Oedura_tryoni","1",NA,"1",NA,NA,NA,NA,NA
"Ophidiocephalus_taeniatus",NA,NA,NA,"1",NA,NA,"1",NA
"Ophioscincus_truncatus","1",NA,"1",NA,NA,NA,NA,NA
"Oxyuranus_microlepidotus","1","1","1","1",NA,NA,NA,NA
"Oxyuranus_scutellatus","1",NA,"1",NA,"1",NA,"1",NA
"Parasuta_dwyeri","1","1","1",NA,NA,NA,NA,"1"
"Parasuta_flagellum","1","1",NA,"1",NA,NA,NA,NA
"Parasuta_gouldii",NA,NA,NA,NA,"1",NA,NA,NA
"Parasuta_monachus",NA,NA,NA,"1","1",NA,"1",NA
"Parasuta_nigriceps","1","1",NA,"1","1",NA,NA,NA
"Parasuta_spectabilis",NA,"1",NA,"1","1",NA,NA,NA
"Phyllurus_caudiannulatus",NA,NA,"1",NA,NA,NA,NA,NA
"Phyllurus_platurus","1",NA,NA,NA,NA,NA,NA,NA
"Physignathus_lesueurii","1","1","1","1",NA,NA,NA,"1"
"Pogona_barbata","1","1","1","1",NA,NA,NA,"1"
"Pogona_henrylawsoni",NA,NA,"1",NA,NA,NA,NA,NA
"Pogona_minor",NA,NA,NA,"1","1",NA,"1",NA
"Pogona_mitchelli",NA,NA,NA,"1","1",NA,"1",NA
"Pogona_nullarbor",NA,NA,NA,"1","1",NA,NA,NA
"Pogona_vitticeps","1","1","1","1",NA,NA,"1",NA
"Proablepharus_kinghorni","1",NA,"1","1",NA,NA,"1",NA
"Proablepharus_reginae",NA,NA,NA,"1","1",NA,"1",NA
"Proablepharus_tenuis",NA,NA,"1",NA,"1",NA,"1",NA
"Pseudechis_australis","1",NA,"1","1","1",NA,"1",NA
"Pseudechis_guttatus","1",NA,"1",NA,NA,NA,NA,NA
"Pseudechis_porphyriacus","1","1","1","1",NA,NA,NA,"1"
"Pseudemoia_baudini",NA,NA,NA,"1","1",NA,NA,NA
"Pseudemoia_cryodroma",NA,"1",NA,NA,NA,NA,NA,NA
"Pseudemoia_entrecasteauxii","1","1",NA,"1",NA,"1",NA,"1"
"Pseudemoia_pagenstecheri","1","1",NA,"1",NA,"1",NA,NA
"Pseudemoia_rawlinsoni","1","1",NA,"1",NA,"1",NA,NA
"Pseudemoia_spenceri","1","1",NA,"1",NA,NA,NA,"1"
"Pseudonaja_affinis",NA,NA,NA,"1","1",NA,NA,NA
"Pseudonaja_guttata",NA,NA,"1","1",NA,NA,"1",NA
"Pseudonaja_inframacula",NA,NA,NA,"1","1",NA,NA,NA
"Pseudonaja_ingrami",NA,NA,"1",NA,"1",NA,"1",NA
"Pseudonaja_modesta","1",NA,"1","1","1",NA,"1",NA
"Pseudonaja_nuchalis",NA,NA,"1",NA,"1",NA,"1",NA
"Pseudonaja_textilis","1","1","1","1",NA,NA,"1","1"
"Pseudothecadactylus_australis",NA,NA,"1",NA,NA,NA,NA,NA
"Pseudothecadactylus_lindneri",NA,NA,NA,NA,NA,NA,"1",NA
"Pygopus_lepidopodus","1","1","1","1","1",NA,NA,"1"
"Pygopus_nigriceps",NA,NA,NA,"1","1",NA,"1",NA
"Pygopus_schraderi","1","1","1","1",NA,NA,"1",NA
"Pygopus_steelescotti",NA,NA,"1",NA,"1",NA,"1",NA
"Ramphotyphlops_australis",NA,NA,NA,NA,"1",NA,NA,NA
"Ramphotyphlops_bicolor","1",NA,NA,"1","1",NA,NA,NA
"Ramphotyphlops_bituberculatus","1","1","1","1","1",NA,"1",NA
"Ramphotyphlops_braminus",NA,NA,"1",NA,"1",NA,"1",NA
"Ramphotyphlops_centralis",NA,NA,NA,"1",NA,NA,"1",NA
"Ramphotyphlops_diversus",NA,NA,"1",NA,"1",NA,"1",NA
"Ramphotyphlops_endoterus","1",NA,NA,"1","1",NA,"1",NA
"Ramphotyphlops_grypus",NA,NA,"1","1","1",NA,"1",NA
"Ramphotyphlops_guentheri",NA,NA,NA,NA,"1",NA,"1",NA
"Ramphotyphlops_kimberleyensis",NA,NA,NA,NA,"1",NA,"1",NA
"Ramphotyphlops_ligatus","1",NA,"1",NA,"1",NA,"1",NA
"Ramphotyphlops_nigrescens","1","1","1",NA,NA,NA,NA,"1"
"Ramphotyphlops_polygrammicus",NA,NA,"1",NA,NA,NA,NA,NA
"Ramphotyphlops_proximus","1","1","1",NA,NA,NA,NA,NA
"Ramphotyphlops_tovelli",NA,NA,NA,NA,NA,NA,"1",NA
"Ramphotyphlops_unguirostris",NA,NA,"1",NA,"1",NA,"1",NA
"Ramphotyphlops_waitii",NA,NA,NA,NA,"1",NA,NA,NA
"Ramphotyphlops_wiedii","1",NA,"1",NA,NA,NA,NA,NA
"Ramphotyphlops_yirrikalae",NA,NA,NA,NA,NA,NA,"1",NA
"Rankinia_diemensis","1","1",NA,NA,NA,"1",NA,"1"
"Rhinoplocephalus_nigrescens","1","1","1",NA,NA,NA,NA,"1"
"Rhinoplocephalus_nigrostriatus",NA,NA,"1",NA,NA,NA,NA,NA
"Rhynchoedura_ornata","1","1","1","1","1",NA,"1",NA
"Saiphos_equalis","1",NA,"1",NA,NA,NA,NA,NA
"Saltuarius_cornutus",NA,NA,"1",NA,NA,NA,NA,NA
"Saltuarius_swaini","1",NA,"1",NA,NA,NA,NA,NA
"Saproscincus_basiliscus",NA,NA,"1",NA,NA,NA,NA,NA
"Saproscincus_challengeri","1",NA,"1",NA,NA,NA,NA,NA
"Saproscincus_czechurai",NA,NA,"1",NA,NA,NA,NA,NA
"Saproscincus_mustelinus","1","1",NA,NA,NA,NA,NA,"1"
"Saproscincus_oriarus","1",NA,NA,NA,NA,NA,NA,NA
"Saproscincus_rosei","1",NA,"1",NA,NA,NA,NA,NA
"Saproscincus_spectabilis","1",NA,"1",NA,NA,NA,NA,NA
"Saproscincus_tetradactylus",NA,NA,"1",NA,NA,NA,NA,NA
"Simoselaps_anomalus",NA,NA,NA,"1","1",NA,"1",NA
"Simoselaps_australis","1","1","1","1",NA,NA,NA,NA
"Simoselaps_bertholdi",NA,NA,NA,"1","1",NA,"1",NA
"Simoselaps_roperi",NA,NA,NA,NA,"1",NA,"1",NA
"Simoselaps_semifasciatus",NA,NA,"1","1","1",NA,"1",NA
"Stegonotus_cucullatus",NA,NA,"1",NA,NA,NA,"1",NA
"Strophurus_assimilis",NA,NA,NA,"1","1",NA,NA,NA
"Strophurus_ciliaris","1",NA,"1","1","1",NA,"1",NA
"Strophurus_elderi","1",NA,"1","1","1",NA,"1",NA
"Strophurus_intermedius","1","1",NA,"1","1",NA,NA,NA
"Strophurus_jeanae",NA,NA,NA,NA,"1",NA,"1",NA
"Strophurus_krisalys",NA,NA,"1",NA,NA,NA,NA,NA
"Strophurus_robinsoni",NA,NA,NA,NA,"1",NA,"1",NA
"Strophurus_spinigerus",NA,NA,NA,NA,"1",NA,NA,NA
"Strophurus_taeniatus",NA,NA,"1",NA,"1",NA,"1",NA
"Strophurus_williamsi","1","1","1","1",NA,NA,NA,NA
"Suta_dwyeri","1","1","1",NA,NA,NA,NA,NA
"Suta_flagellum","1","1",NA,"1",NA,NA,NA,NA
"Suta_gouldii",NA,NA,NA,NA,"1",NA,NA,NA
"Suta_nigriceps","1","1",NA,"1","1",NA,NA,NA
"Suta_punctata",NA,NA,"1",NA,"1",NA,"1",NA
"Suta_spectabilis","1",NA,NA,"1",NA,NA,NA,NA
"Suta_suta","1","1","1","1","1",NA,"1",NA
"Tiliqua_adelaidensis",NA,NA,NA,"1",NA,NA,NA,NA
"Tiliqua_multifasciata","1",NA,"1","1","1",NA,"1",NA
"Tiliqua_nigrolutea","1","1",NA,"1",NA,"1",NA,"1"
"Tiliqua_occipitalis","1","1",NA,"1","1",NA,"1",NA
"Tiliqua_rugosa","1","1","1","1","1",NA,"1",NA
"Tiliqua_scincoides","1","1","1","1","1",NA,"1","1"
"Tropidechis_carinatus","1",NA,"1",NA,NA,NA,NA,NA
"Tropidonophis_mairii","1",NA,"1",NA,"1",NA,"1",NA
"Tympanocryptis_centralis",NA,NA,NA,"1","1",NA,"1",NA
"Tympanocryptis_cephalus",NA,NA,NA,NA,"1",NA,NA,NA
"Tympanocryptis_houstoni",NA,NA,NA,"1","1",NA,NA,NA
"Tympanocryptis_intima","1",NA,"1","1",NA,NA,"1",NA
"Tympanocryptis_lineata",NA,"1","1","1","1",NA,NA,NA
"Tympanocryptis_pinguicolla","1","1",NA,"1",NA,NA,NA,"1"
"Tympanocryptis_tetraporophora","1",NA,"1","1","1",NA,"1",NA
"Tympanocryptis_uniformis",NA,NA,NA,NA,NA,NA,"1",NA
"Varanus_acanthurus",NA,NA,"1",NA,"1",NA,"1",NA
"Varanus_baritji",NA,NA,NA,NA,NA,NA,"1",NA
"Varanus_brevicauda",NA,NA,"1","1","1",NA,"1",NA
"Varanus_caudolineatus",NA,NA,NA,NA,"1",NA,NA,NA
"Varanus_eremius",NA,NA,"1","1","1",NA,"1",NA
"Varanus_giganteus",NA,NA,"1","1","1",NA,"1",NA
"Varanus_gilleni",NA,NA,NA,"1","1",NA,"1",NA
"Varanus_glebopalma",NA,NA,"1",NA,"1",NA,"1",NA
"Varanus_gouldii","1","1","1","1","1",NA,"1",NA
"Varanus_indicus",NA,NA,"1",NA,NA,NA,"1",NA
"Varanus_mertensi",NA,NA,"1",NA,"1",NA,"1",NA
"Varanus_mitchelli",NA,NA,NA,NA,"1",NA,"1",NA
"Varanus_panoptes",NA,NA,"1",NA,"1",NA,"1",NA
"Varanus_primordius",NA,NA,NA,NA,NA,NA,"1",NA
"Varanus_rosenbergi","1","1",NA,"1","1",NA,NA,"1"
"Varanus_scalaris",NA,NA,"1",NA,"1",NA,"1",NA
"Varanus_spenceri",NA,NA,"1",NA,NA,NA,"1",NA
"Varanus_storri",NA,NA,"1",NA,"1",NA,"1",NA
"Varanus_tristis","1",NA,"1","1","1",NA,"1",NA
"Varanus_varius","1","1","1","1",NA,NA,NA,"1"
"Vermicella_annulata","1","1","1","1",NA,NA,"1",NA
"Vermicella_multifasciata",NA,NA,NA,NA,"1",NA,"1",NA
"Vermicella_vermiformis",NA,NA,NA,NA,NA,NA,"1",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
